#This file contains the measurements of lines in the MagE sample. Generated by EW_fitter.py.
#Columns are:
#label: shortlabel of the galaxy/knot
#line_lab: label of the line the code was asked to fit
#obs_wav: observed frame wavelength of the line (A)
#rest_wave: rest frame wavelength of the line (A)
#type: is it emission or ism etc.
#EWr_fit: eqv width as calculated from the Gaussian fit to the line (A)
#EWr__fit_u: error in above qty. (A)
#EWr_sum: eqv width as calculated by summing the flux (A)
#EWr_sum_u: error in above qty. (A)
#f_line: flux i.e. area under Gaussian fit (erg/s/cm^2)
#f_line_u: error in above qty. (erg/s/cm^2)
#med_bin_flux: median of binned fluxes. Each bin is +/-2 sigma wide. There are 5 bins on either side of a group of line asked to be fit, beyond the +/-5 sigma window. This is to take into account the wiggles in the spectrum
#mad_bin_flux: median absolute deviation of the above binned fluxes
#MAD_significance: (f_line - med_bin_flux)/mad_bin_flux. Probably should NOT be USED anymore
#EW_3sig_lim_Schneider: 3sigma upper limit for unresolved OR detection criteria for resolved EWs, as determined using Schneider et al. 1993 prescription
#EW_significance: ratio of EWr_fit to (EW_3sig_lim_Schneider/3). Probably use this for SIGNIFICANCE
#fit_cont: continuum, as from the fit (continuum normalised fit)
#fit_fl: amplitude, as from the fit (continuum normalised fit)
#fit_cen: center, as from the fit (continuum normalised fit)
#fit_cen_u: error in above qty. (A)
#fit_sig: sigma, as from the fit (A)
#zz: Corrected redshift of this line, from the fitted center
#zz_u: error in above qty.
#NaN means the code was unable to fit the line.
#
label	line_lab	obs_wav	rest_wave	type	EWr_fit	EWr_fit_u	EWr_sum	EWr_sum_u	f_line	f_line_u	med_bin_flux	mad_bin_flux	MAD_significance	EW_3sig_lim_Schneider	fit_cont	fit_fl	fit_cen	fit_cen_u	fit_sig	zz	zz_u	EW_significance	f_SNR
S0004-0103	SV1501	4026.8343	1501.76	PHOTOSPHERE	0.2089	0.0728	0.2896	0.0615	-7.9383e-18	2.7686e-18	2.5731e-19	6.23e-18	1.3155	0.0677	1.0	-0.1307	4026.7006	0.4505	1.71	1.6813	0.0003	9.25701624815	2.86726143177
S0004-0103	CIII1620	4344.9568	1620.4	PHOTOSPHERE	0.1012	0.0427	0.0455	0.0506	-3.5999e-18	1.5175e-18	-3.5821e-18	1.8732e-17	0.00094672	0.0564	1.0	-0.1174	4344.7582	0.2937	0.9217	1.6813	0.0002	5.3829787234	2.37225700165
S0004-0103	FeIV1717	4606.3822	1717.8955	PHOTOSPHERE	0.2094	0.0771	0.6287	0.0516	-7.2091e-18	2.6549e-18	-8.3118e-18	1.1945e-17	-0.092306	0.0569	1.0	-0.1768	4606.0082	0.4345	1.2669	1.6812	0.0003	11.0404217926	2.71539417681
S0004-0103	NIV1718	4608.1372	1718.55	PHOTOSPHERE	0.269	0.1039	0.7128	0.0514	-9.2563e-18	3.5753e-18	-8.3118e-18	1.1945e-17	0.07907	0.057	1.0	-0.1471	4610.1479	0.7738	1.9569	1.6826	0.0005	14.1578947368	2.58895756999
S0004-0103	FeIII1954	5241.1108	1954.61	PHOTOSPHERE	0.238	0.0645	0.1616	0.054	-6.6439e-18	1.8007e-18	5.4166e-18	8.1751e-18	1.4753	0.0601	1.0	-0.1144	5238.8239	0.4547	2.2257	1.6802	0.0002	11.8801996672	3.68962070306
S0004-0103	FeIII1958	5251.7828	1958.59	PHOTOSPHERE	0.08	0.0473	0.0681	0.0546	-2.2263e-18	1.3158e-18	5.4166e-18	8.1751e-18	0.9349	0.0601	1.0	-0.0713	5251.0244	0.535	1.199	1.681	0.0003	3.99334442596	1.6919744642
S0004-0103	CIII2297	6160.754	2297.58	PHOTOSPHERE	0.1558	0.0499	-0.1072	0.0643	-3.3582e-18	1.076e-18	4.1613e-18	1.9375e-18	3.881	0.071	1.0	-0.1549	6161.2613	0.2618	1.0758	1.6816	0.0001	6.58309859155	3.12100371747
S0033+0242	CIII1247	4228.3937	1247.38	PHOTOSPHERE	0.1445	0.0806	-0.5928	0.112	-3.3406e-18	1.8622e-18	-1.2304e-17	1.2726e-17	-0.70432	0.1297	1.0	-0.2489	4228.9632	0.3314	0.7851	2.3903	0.0003	3.34232845027	1.79389968854
S0033+0242	SiIII1294	4388.2576	1294.54	PHOTOSPHERE	0.2256	0.133	0.086	0.0908	-5.2682e-18	3.1063e-18	3.4717e-18	7.1391e-18	1.2242	0.0996	1.0	-0.1896	4389.4227	0.9507	1.6093	2.3907	0.0007	6.79518072289	1.69597270064
S0033+0242	CIII1296	4394.3254	1296.33	PHOTOSPHERE	0.0	0.2029	0.4608	0.0896	-1.8371e-28	4.734e-18	3.4717e-18	7.1391e-18	0.48629	0.101	1.0	-0.0	4393.1587	43160649238.5	1.8661	2.3889	33294492.3272	0.0	3.88065061259e-11
S0033+0242	SiIII1296	4395.7152	1296.74	PHOTOSPHERE	0.1763	0.173	0.5277	0.0909	-4.1105e-18	4.0318e-18	3.4717e-18	7.1391e-18	1.0621	0.104	1.0	-0.1277	4396.8823	2.005	1.8667	2.3907	0.0015	5.08557692308	1.01951981745
S0033+0242	SiIII1298	4403.1389	1298.93	PHOTOSPHERE	0.2854	0.078	0.6368	0.0936	-6.6402e-18	1.814e-18	3.4717e-18	7.1391e-18	1.4164	0.1075	1.0	-0.4058	4403.4859	0.1965	0.951	2.3901	0.0002	7.96465116279	3.6605292172
S0033+0242	OIV1341	4547.9181	1341.64	PHOTOSPHERE	0.0396	0.086	-0.0332	0.1122	-8.6805e-19	1.8871e-18	-1.7988e-18	1.1324e-17	-0.082199	0.1219	1.0	-0.0633	4547.5717	1.3919	0.8445	2.3896	0.001	0.974569319114	0.459991521382
S0033+0242	SV1501	5090.6961	1501.76	PHOTOSPHERE	0.107	0.0757	0.5454	0.0905	-2.2095e-18	1.5643e-18	1.8676e-18	1.1773e-17	0.34632	0.1037	1.0	-0.1311	5089.9957	0.5908	1.1035	2.3894	0.0004	3.09546769527	1.41245285431
S0033+0242	CIII1620	5492.8643	1620.4	PHOTOSPHERE	0.45	0.1156	0.5694	0.101	-8.8512e-18	2.2735e-18	-4.0723e-18	8.5435e-18	0.55936	0.1159	1.0	-0.2609	5494.3227	0.4547	2.3326	2.3907	0.0003	11.64797239	3.89320431053
S0033+0242	FeIV1717	5823.3565	1717.8955	PHOTOSPHERE	0.1535	1.2957	0.1027	0.1152	-3.1233e-18	2.637e-17	-2.8617e-18	1.5272e-17	0.017127	0.1657	1.0	-0.1919	5824.902	8.9047	1.0813	2.3907	0.0052	2.77911888956	0.118441410694
S0033+0242	NIV1718	5825.5752	1718.55	PHOTOSPHERE	0.0515	1.2955	0.0681	0.1166	-1.0483e-18	2.6376e-17	-2.8617e-18	1.5272e-17	-0.11873	0.1729	1.0	-0.0644	5826.6307	26.5809	1.0817	2.3904	0.0155	0.893580104106	0.0397444646648
S0033+0242	FeIII1954	6625.7761	1954.61	PHOTOSPHERE	0.2105	0.0878	0.2054	0.1185	-3.4261e-18	1.429e-18	6.534e-19	4.2474e-18	0.96047	0.1325	1.0	-0.2115	6624.0169	0.4245	1.3456	2.3889	0.0002	4.76603773585	2.39755073478
S0033+0242	FeIII1958	6639.2676	1958.59	PHOTOSPHERE	0.2408	0.1458	0.3016	0.1262	-3.8823e-18	2.35e-18	6.534e-19	4.2474e-18	1.0679	0.1356	1.0	-0.1155	6641.0303	1.2883	2.8194	2.3907	0.0007	5.32743362832	1.65204255319
S0033+0242	CIII2297	7788.3826	2297.58	PHOTOSPHERE	0.3104	0.138	-0.1672	0.189	-6.8977e-18	3.066e-18	1.4506e-17	1.4431e-17	1.4832	0.1413	1.0	-0.1572	7788.4864	0.8436	2.6699	2.3899	0.0004	6.59023354565	2.24973907371
S0108+0624	CIII1247	3629.776	1247.38	PHOTOSPHERE	0.2302	0.124	0.2933	0.1135	-1.2287e-17	6.6162e-18	-6.0856e-18	2.4224e-17	0.25599	0.127	1.0	-0.3204	3630.1696	0.3422	0.834	1.9102	0.0003	5.43779527559	1.85710830991
S0108+0624	SiIII1294	3767.0078	1294.54	PHOTOSPHERE	0.2299	0.1708	0.2882	0.1091	-1.1625e-17	8.6337e-18	-4.2986e-18	1.2416e-17	0.59004	0.1249	1.0	-0.1669	3766.0574	0.877	1.5997	1.9092	0.0007	5.52201761409	1.34646791063
S0108+0624	CIII1296	3772.2166	1296.33	PHOTOSPHERE	0.0741	0.1152	0.3806	0.1073	-3.7352e-18	5.8063e-18	-4.2986e-18	1.2416e-17	-0.045383	0.1243	1.0	-0.2007	3772.6412	0.5506	0.4285	1.9102	0.0004	1.7884151247	0.643301241755
S0108+0624	SiIII1296	3773.4097	1296.74	PHOTOSPHERE	0.2139	0.1765	0.3793	0.1056	-1.0773e-17	8.8912e-18	-4.2986e-18	1.2416e-17	0.52141	0.1243	1.0	-0.3131	3774.2956	0.5652	0.7931	1.9106	0.0004	5.16251005632	1.21164747166
S0108+0624	SiIII1298	3779.7824	1298.93	PHOTOSPHERE	0.5185	0.165	0.598	0.1044	-2.6057e-17	8.2917e-18	-4.2986e-18	1.2416e-17	1.7525	0.1176	1.0	-0.375	3779.4525	0.3722	1.6051	1.9097	0.0003	13.2270408163	3.14254013049
S0108+0624	CII1323	3852.5304	1323.93	PHOTOSPHERE	0.253	0.1518	0.2552	0.08	-1.2422e-17	7.452e-18	3.5097e-18	4.5598e-18	3.4941	0.0926	1.0	-0.2185	3851.959	0.6338	1.3446	1.9095	0.0005	8.19654427646	1.66693505099
S0108+0624	NIII1324	3853.7526	1324.35	PHOTOSPHERE	0.0211	0.0781	0.244	0.0811	-1.0371e-18	3.8335e-18	3.5097e-18	4.5598e-18	0.99715	0.0927	1.0	-0.0561	3854.3701	1.083	0.4378	1.9104	0.0008	0.68284789644	0.270536063649
S0108+0624	OIV1341	3904.0651	1341.64	PHOTOSPHERE	0.0344	0.0655	-0.0024	0.0849	-1.643e-18	3.132e-18	2.3306e-18	1.1901e-17	0.33389	0.0947	1.0	-0.0899	3904.0519	0.6377	0.4435	1.9099	0.0005	1.08975712777	0.524584929757
S0108+0624	SiIII1417	4124.055	1417.24	PHOTOSPHERE	0.035	0.0511	-0.2564	0.0649	-1.5453e-18	2.2541e-18	7.9862e-18	3.6038e-18	2.6448	0.075	1.0	-0.0868	4124.9789	0.519	0.4685	1.9106	0.0004	1.4	0.685550774145
S0108+0624	SV1501	4370.0015	1501.76	PHOTOSPHERE	0.1452	0.0872	0.1713	0.0589	-5.6823e-18	3.4112e-18	6.3727e-18	7.1675e-18	1.6819	0.0684	1.0	-0.095	4370.4929	0.7967	1.7745	1.9102	0.0005	6.36842105263	1.66577743902
S0108+0624	CIII1620	4715.2344	1620.4	PHOTOSPHERE	0.2888	0.0862	0.212	0.056	-1.0017e-17	2.9889e-18	-5.1711e-18	6.6956e-18	0.72378	0.0635	1.0	-0.1734	4716.79	0.4253	1.9335	1.9109	0.0003	13.6440944882	3.35140018067
S0108+0624	FeIV1717	4998.9385	1717.8955	PHOTOSPHERE	0.1548	0.2032	0.3301	0.0532	-5.0684e-18	6.6504e-18	-4.9218e-18	3.9764e-18	0.036878	0.0613	1.0	-0.1703	4999.9697	1.2181	1.0553	1.9105	0.0007	7.57585644372	0.762119571755
S0108+0624	NIV1718	5000.843	1718.55	PHOTOSPHERE	0.1466	0.2073	0.325	0.0528	-4.8006e-18	6.7868e-18	-4.9218e-18	3.9764e-18	-0.030474	0.0601	1.0	-0.1205	5002.4928	2.793	1.4125	1.9109	0.0016	7.31780366057	0.707343667119
S0108+0624	FeIII1954	5687.7587	1954.61	PHOTOSPHERE	0.366	0.1224	0.302	0.1351	-9.7e-18	3.2443e-18	2.644e-18	5.1414e-18	2.4009	0.0775	1.0	-0.1759	5685.8823	0.7244	2.4154	1.909	0.0004	14.1677419355	2.98985913756
S0108+0624	FeIII1958	5699.3402	1958.59	PHOTOSPHERE	0.0837	0.0526	0.1073	0.0673	-2.2147e-18	1.3922e-18	2.644e-18	5.1414e-18	0.94501	0.0768	1.0	-0.15	5700.4824	0.309	0.6475	1.9105	0.0002	3.26953125	1.59079155294
S0900+2234	CIII1247	3782.7048	1247.38	PHOTOSPHERE	0.2345	0.0757	0.0718	0.0773	-1.0175e-17	3.2871e-18	-4.8604e-18	8.6823e-18	0.61215	0.0856	1.0	-0.2326	3783.3825	0.3002	1.2194	2.0331	0.0002	8.21845794393	3.09543366493
S0900+2234	SiIII1294	3925.7184	1294.54	PHOTOSPHERE	0.1771	0.0586	0.3293	0.0608	-7.7888e-18	2.5789e-18	2.9381e-18	1.2837e-17	0.83565	0.0688	1.0	-0.189	3926.0701	0.2805	1.1335	2.0328	0.0002	7.72238372093	3.02020241188
S0900+2234	CIII1296	3931.1467	1296.33	PHOTOSPHERE	0.0677	0.1351	0.703	0.0583	-2.9748e-18	5.9313e-18	2.9381e-18	1.2837e-17	0.46063	0.0643	1.0	-0.1124	3931.1642	0.439	0.7293	2.0325	0.0003	3.15863141524	0.501542663497
S0900+2234	SiIII1296	3932.39	1296.74	PHOTOSPHERE	0.3514	0.1798	0.7879	0.0574	-1.5422e-17	7.8903e-18	2.9381e-18	1.2837e-17	1.4303	0.0653	1.0	-0.2545	3933.2847	1.0807	1.6699	2.0332	0.0008	16.1439509954	1.95455179144
S0900+2234	SiIII1298	3939.0312	1298.93	PHOTOSPHERE	0.2803	0.0582	0.8211	0.0598	-1.2285e-17	2.5504e-18	2.9381e-18	1.2837e-17	1.1859	0.0675	1.0	-0.3217	3938.7123	0.168	1.054	2.0323	0.0001	12.4577777778	4.81689146801
S0900+2234	CII1323	4014.8442	1323.93	PHOTOSPHERE	0.0988	0.135	0.0546	0.0635	-4.1923e-18	5.7279e-18	-9.69e-18	1.2169e-17	-0.45179	0.0712	1.0	-0.1605	4014.9778	0.4202	0.7448	2.0326	0.0003	4.16292134831	0.731908727457
S0900+2234	NIII1324	4016.1179	1324.35	PHOTOSPHERE	0.0203	0.2551	0.0532	0.0635	-8.6004e-19	1.0815e-17	-9.69e-18	1.2169e-17	-0.72564	0.071	1.0	-0.015	4015.6546	9.9124	1.6345	2.0322	0.0075	0.857746478873	0.0795228848821
S0900+2234	OIV1341	4068.5501	1341.64	PHOTOSPHERE	0.1617	0.0677	0.1774	0.0582	-6.6293e-18	2.7774e-18	-5.243e-19	2.0409e-17	0.29913	0.0666	1.0	-0.1132	4069.4759	0.5421	1.7278	2.0332	0.0004	7.28378378378	2.38687261468
S0900+2234	SiIII1417	4297.8086	1417.24	PHOTOSPHERE	0.2165	0.0576	0.3456	0.0572	-7.9854e-18	2.1232e-18	-5.054e-18	4.3513e-18	0.67367	0.0651	1.0	-0.1874	4297.8848	0.2818	1.398	2.0326	0.0002	9.97695852535	3.76102110023
S0900+2234	SV1501	4554.1172	1501.76	PHOTOSPHERE	0.2803	0.0671	0.4693	0.0589	-9.0123e-18	2.1584e-18	-3.5477e-19	5.2051e-18	1.6633	0.0673	1.0	-0.1754	4553.081	0.35	1.934	2.0318	0.0002	12.4947994056	4.17545404003
S0900+2234	CIII1620	4913.8954	1620.4	PHOTOSPHERE	0.2745	0.0666	0.3546	0.0585	-7.8582e-18	1.9054e-18	-8.7622e-18	5.7793e-18	-0.15643	0.0665	1.0	-0.1592	4915.0135	0.3824	2.0867	2.0332	0.0002	12.3834586466	4.12417340191
S0900+2234	FeIV1717	5209.5525	1717.8955	PHOTOSPHERE	0.1988	0.3351	0.528	0.0552	-5.3094e-18	8.9511e-18	-4.3364e-19	2.6224e-18	1.8593	0.0602	1.0	-0.1473	5209.3033	1.802	1.6323	2.0324	0.001	9.90697674419	0.593156148406
S0900+2234	NIV1718	5211.5372	1718.55	PHOTOSPHERE	0.2041	0.3084	0.574	0.0543	-5.4452e-18	8.2274e-18	-4.3364e-19	2.6224e-18	1.911	0.0606	1.0	-0.1116	5212.723	4.8067	2.2131	2.0332	0.0028	10.103960396	0.661837275445
S0900+2234	FeIII1954	5927.3939	1954.61	PHOTOSPHERE	0.3439	0.1018	0.5989	0.0915	-6.7566e-18	1.999e-18	-1.5873e-18	6.5331e-18	0.79125	0.0936	1.0	-0.1653	5926.0452	0.543	2.5171	2.0318	0.0003	11.0224358974	3.379989995
S0900+2234	FeIII1958	5939.4633	1958.59	PHOTOSPHERE	0.1438	0.1005	0.3035	0.0883	-2.819e-18	1.9713e-18	-1.5873e-18	6.5331e-18	0.18853	0.1065	1.0	-0.069	5939.0552	1.3231	2.5223	2.0323	0.0007	4.05070422535	1.43002079846
S0900+2234	CIII2297	6967.4573	2297.58	PHOTOSPHERE	0.617	0.1093	0.804	0.1059	-8.4809e-18	1.5029e-18	4.4998e-21	6.7514e-18	1.2568	0.1328	1.0	-0.3114	6967.3742	0.3242	2.3969	2.0325	0.0001	13.938253012	5.64302348792
S0957+0509	CIII1247	3519.7197	1247.38	PHOTOSPHERE	0.422	0.2786	-0.1442	0.3588	-1.0367e-17	6.8442e-18	1.8445e-17	1.3402e-17	2.1497	0.4118	1.0	-0.977	3516.1619	0.2431	0.4862	1.8188	0.0002	3.07430791646	1.51471318781
S0957+0509	SiIII1294	3652.7906	1294.54	PHOTOSPHERE	0.1301	0.1724	-0.7164	0.2202	-3.45e-18	4.5714e-18	8.6288e-18	8.0124e-18	1.5075	0.2429	1.0	-0.2902	3657.4206	0.5016	0.5046	1.8253	0.0004	1.6068340881	0.754692216826
S0957+0509	CIII1296	3657.8414	1296.33	PHOTOSPHERE	0.0	0.0985	-0.1148	0.2205	-9.515e-29	2.6115e-18	8.6288e-18	8.0124e-18	1.0769	0.2437	1.0	-0.0	3655.5939	20123910213.3	0.5053	1.82	15523755.6898	0.0	3.64349990427e-11
S0957+0509	SiIII1296	3658.9983	1296.74	PHOTOSPHERE	0.4051	0.2204	0.0718	0.2181	-1.0757e-17	5.8507e-18	8.6288e-18	8.0124e-18	2.4195	0.2484	1.0	-0.5518	3662.0574	0.3394	0.8265	1.824	0.0003	4.89251207729	1.83858341737
S0957+0509	SiIII1298	3665.1778	1298.93	PHOTOSPHERE	0.8432	0.4951	0.8593	0.2169	-2.2417e-17	1.3163e-17	8.6288e-18	8.0124e-18	3.8748	0.2436	1.0	-0.6098	3669.2396	0.8799	1.5565	1.8248	0.0007	10.3842364532	1.70303122389
S0957+0509	CII1323	3735.72	1323.93	PHOTOSPHERE	0.0	0.1786	-0.2803	0.2453	-1.3441e-38	4.7431e-18	-5.5079e-18	1.7009e-17	-0.32382	0.2734	1.0	-0.0	3735.7885	0.0	1.1544	1.8217	0.0	0.0	2.83380067888e-21
S0957+0509	NIII1324	3736.9052	1324.35	PHOTOSPHERE	0.0933	0.1951	-0.3565	0.2505	-2.4732e-18	5.1701e-18	-5.5079e-18	1.7009e-17	-0.17841	0.2685	1.0	-0.2035	3737.5289	0.8246	0.5162	1.8222	0.0006	1.04245810056	0.478365989052
S0957+0509	OIV1341	3785.6922	1341.64	PHOTOSPHERE	0.0725	0.1651	-0.3597	0.2021	-1.9005e-18	4.3296e-18	-6.9761e-18	1.2984e-17	-0.39092	0.2381	1.0	-0.1314	3787.5994	1.0686	0.6212	1.8231	0.0008	0.913481730365	0.438955099778
S0957+0509	SiIII1417	3999.0119	1417.24	PHOTOSPHERE	0.1326	0.1234	-0.0298	0.1621	-3.3542e-18	3.1222e-18	2.3651e-18	4.6053e-18	1.2419	0.1768	1.0	-0.2701	3996.8205	0.3888	0.5524	1.8201	0.0003	2.25	1.07430657869
S0957+0509	SV1501	4237.5012	1501.76	PHOTOSPHERE	0.2004	0.2269	0.0378	0.1523	-4.4759e-18	5.0698e-18	3.5678e-18	3.3517e-18	2.3999	0.1674	1.0	-0.1531	4241.6917	1.2446	1.4728	1.8245	0.0008	3.59139784946	0.882855339461
S0957+0509	CIII1620	4572.2665	1620.4	PHOTOSPHERE	0.2347	0.1387	0.2023	0.1336	-4.7586e-18	2.8115e-18	-4.8048e-18	4.4302e-18	-0.010423	0.1506	1.0	-0.2408	4569.5172	0.4896	1.0973	1.82	0.0003	4.67529880478	1.69254846168
S0957+0509	FeIV1717	4847.3686	1717.8955	PHOTOSPHERE	0.3302	0.2329	0.2919	0.1253	-6.2973e-18	4.4422e-18	-1.9847e-18	3.2352e-18	1.333	0.1425	1.0	-0.1805	4842.6031	1.091	2.0585	1.8189	0.0006	6.95157894737	1.41760839224
S0957+0509	NIV1718	4849.2153	1718.55	PHOTOSPHERE	0.1455	0.0993	0.3165	0.1255	-2.77e-18	1.8896e-18	-1.9847e-18	3.2352e-18	0.24274	0.1406	1.0	-0.2445	4848.8087	0.3471	0.6699	1.8215	0.0002	3.10455192034	1.46591871296
S0957+0509	FeIII1954	5515.3035	1954.61	PHOTOSPHERE	0.1157	0.1337	0.1952	0.1273	-1.7539e-18	2.0263e-18	1.7003e-18	6.2835e-18	0.54974	0.1428	1.0	-0.1709	5508.3551	0.6902	0.7619	1.8181	0.0004	2.43067226891	0.865567783645
S0957+0509	FeIII1958	5526.5338	1958.59	PHOTOSPHERE	0.2241	0.0947	-0.5787	0.1305	-3.3845e-18	1.4303e-18	1.7003e-18	6.2835e-18	0.80924	0.1541	1.0	-0.3305	5524.0144	0.2639	0.7635	1.8204	0.0001	4.36275146009	2.36628679298
S0957+0509	CIII2297	6483.0585	2297.58	PHOTOSPHERE	0.3571	0.1552	0.705	0.1884	-3.8005e-18	1.6521e-18	-4.8214e-18	5.081e-18	-0.20093	0.2141	1.0	-0.4436	6479.5893	0.2984	0.906	1.8202	0.0001	5.0037365717	2.30040554446
S1050+0017	CIII1247	5769.5067	1247.38	PHOTOSPHERE	0.5909	0.5967	0.7436	0.7705	-3.1383e-18	3.1692e-18	-3.1223e-18	3.2356e-18	0.0049546	0.8398	1.0	-1.7653	5768.1914	0.479	0.6176	3.6242	0.0004	2.11085972851	0.990249905339
S1050+0017	SiIII1294	5987.6359	1294.54	PHOTOSPHERE	0.2819	0.5034	-0.2508	0.6042	-1.9821e-18	3.5396e-18	-1.0127e-18	3.6114e-18	0.26842	0.6385	1.0	-0.7118	5985.7914	0.9856	0.7307	3.6239	0.0008	1.32451057165	0.559978528647
S1050+0017	CIII1296	5995.9151	1296.33	PHOTOSPHERE	0.5214	0.7357	0.1858	0.5995	-3.6931e-18	5.2109e-18	-1.0127e-18	3.6114e-18	0.74221	0.6133	1.0	-1.114	5998.5818	1.0127	0.8636	3.6274	0.0008	2.55046469917	0.708725939857
S1050+0017	SiIII1296	5997.8115	1296.74	PHOTOSPHERE	0.1311	0.572	0.3683	0.596	-9.2956e-19	4.0571e-18	-1.0127e-18	3.6114e-18	-0.02302	0.6105	1.0	-0.3737	6000.9237	2.494	0.6471	3.6277	0.0019	0.644226044226	0.229119321683
S1050+0017	SiIII1298	6007.9409	1298.93	PHOTOSPHERE	0.146	0.4487	-0.4093	0.599	-1.0388e-18	3.1926e-18	-1.0127e-18	3.6114e-18	0.0072167	0.5794	1.0	-0.4189	6007.4521	1.4936	0.6431	3.6249	0.0011	0.755954435623	0.325377435319
S1050+0017	CII1323	6123.5734	1323.93	PHOTOSPHERE	0.6389	1.0043	1.0834	0.4958	-4.5713e-18	7.1857e-18	-2.808e-18	2.4564e-18	0.71785	0.621	1.0	-0.4534	6120.396	2.6662	2.6004	3.6229	0.002	3.08647342995	0.636166274684
S1050+0017	NIII1324	6125.5161	1324.35	PHOTOSPHERE	0.3229	0.4242	0.9657	0.4879	-2.3263e-18	3.0568e-18	-2.808e-18	2.4564e-18	-0.19612	0.5455	1.0	-0.8143	6126.4743	0.7175	0.7316	3.626	0.0005	1.7758020165	0.76102460089
S1050+0017	OIV1341	6205.4875	1341.64	PHOTOSPHERE	0.1338	0.382	0.0311	0.5165	-9.7262e-19	2.7775e-18	-4.2668e-20	4.9268e-18	0.18875	1.2024	1.0	-0.3716	6206.336	1.4306	0.6643	3.6259	0.0011	0.333832335329	0.350178217822
S1050+0017	SiIII1417	6555.1602	1417.24	PHOTOSPHERE	0.0	0.2432	-0.1186	0.6961	-2.0946e-29	1.7022e-18	-2.5687e-18	5.4352e-19	-4.726	0.6416	1.0	-0.0	6551.7588	76774279792.8	0.7017	3.6229	54171685.6656	0.0	1.23052520268e-11
S1050+0017	SV1501	6946.0905	1501.76	PHOTOSPHERE	0.2087	0.4681	-0.3446	0.9247	-1.2933e-18	2.9011e-18	-1.5062e-18	2.3351e-18	-0.091175	0.7299	1.0	-0.5179	6944.8454	1.2577	0.7436	3.6245	0.0008	0.857788738183	0.445796422047
S1050+0017	CIII1620	7494.8361	1620.4	PHOTOSPHERE	0.4596	0.385	0.6319	0.5227	-4.1044e-18	3.4385e-18	-8.4344e-18	2.847e-18	-1.5209	0.3449	1.0	-1.0202	7491.575	0.5254	0.8312	3.6233	0.0003	3.9976804871	1.19366002617
S1050+0017	FeIV1717	7945.7821	1717.8955	PHOTOSPHERE	0.8205	1.126	1.4901	0.546	-1.1071e-17	1.5193e-17	-2.3914e-18	7.7266e-18	1.1234	1.0524	1.0	-0.4487	7943.0008	4.3227	3.3743	3.6237	0.0025	2.3389395667	0.728690844468
S1050+0017	NIV1718	7948.8093	1718.55	PHOTOSPHERE	0.9601	1.3864	1.416	0.5437	-1.2815e-17	1.8504e-17	-2.3914e-18	7.7266e-18	1.349	0.8294	1.0	-0.5248	7952.9338	3.8223	3.3755	3.6277	0.0022	3.47275138654	0.692552961522
Horseshoe	CIII1247	4217.7785	1247.38	PHOTOSPHERE	0.0999	0.1564	0.0062	0.1986	-1.2489e-18	1.9546e-18	2.2159e-18	6.6287e-18	0.52271	0.2294	1.0	-0.2507	4217.488	0.6368	0.5377	2.3811	0.0005	1.3064516129	0.638954261742
Horseshoe	SiIII1294	4377.241	1294.54	PHOTOSPHERE	0.2481	0.1465	0.1921	0.1543	-3.0826e-18	1.8204e-18	1.1654e-18	2.9111e-18	1.4593	0.1758	1.0	-0.4124	4377.3905	0.3612	0.8114	2.3814	0.0003	4.2337883959	1.6933640958
Horseshoe	CIII1296	4383.2936	1296.33	PHOTOSPHERE	0.2177	0.1492	0.376	0.151	-2.6989e-18	1.8496e-18	1.1654e-18	2.9111e-18	1.3274	0.169	1.0	-0.4672	4383.437	0.3267	0.6285	2.3814	0.0003	3.86449704142	1.45918036332
Horseshoe	SiIII1296	4384.6799	1296.74	PHOTOSPHERE	0.1749	0.1324	0.3963	0.1502	-2.1672e-18	1.6406e-18	1.1654e-18	2.9111e-18	1.1448	0.1611	1.0	-0.4221	4385.4568	0.334	0.559	2.3819	0.0003	3.25698324022	1.32098012922
Horseshoe	SiIII1298	4392.085	1298.93	PHOTOSPHERE	0.506	0.2139	0.6154	0.1489	-6.2522e-18	2.6433e-18	1.1654e-18	2.9111e-18	2.548	0.1661	1.0	-0.366	4392.7864	0.5976	1.8651	2.3819	0.0005	9.13907284768	2.36530094957
Horseshoe	OIV1341	4536.5007	1341.64	PHOTOSPHERE	0.0614	0.1479	-0.2193	0.1879	-7.0589e-19	1.7003e-18	3.7724e-19	7.974e-18	0.13583	0.2105	1.0	-0.1432	4538.2714	1.0557	0.5783	2.3826	0.0008	0.875059382423	0.415156148915
Horseshoe	SV1501	5077.9161	1501.76	PHOTOSPHERE	0.2917	0.1632	0.2285	0.1521	-2.9747e-18	1.6642e-18	1.5225e-18	2.1548e-18	2.0871	0.1715	1.0	-0.3261	5078.0831	0.5109	1.2066	2.3814	0.0003	5.10262390671	1.78746544886
Horseshoe	CIII1620	5479.0747	1620.4	PHOTOSPHERE	0.314	0.2656	0.5199	0.1756	-2.8009e-18	2.3689e-18	-1.5645e-18	9.5215e-19	1.2986	0.2012	1.0	-0.1821	5476.5955	1.4371	2.3267	2.3798	0.0009	4.68190854871	1.18236312212
