#This file contains the measurements of lines in the MagE sample. Generated by EW_fitter.py.
#Columns are:
#label: shortlabel of the galaxy/knot
#line_lab: label of the line the code was asked to fit
#obs_wav: observed frame wavelength of the line (A)
#rest_wave: rest frame wavelength of the line (A)
#type: is it emission or ism etc.
#EWr_fit: eqv width as calculated from the Gaussian fit to the line (A)
#EWr__fit_u: error in above qty. (A)
#EWr_sum: eqv width as calculated by summing the flux (A)
#EWr_sum_u: error in above qty. (A)
#f_line: flux i.e. area under Gaussian fit (erg/s/cm^2)
#f_line_u: error in above qty. (erg/s/cm^2)
#med_bin_flux: median of binned fluxes. Each bin is +/-2 sigma wide. There are 5 bins on either side of a group of line asked to be fit, beyond the +/-5 sigma window. This is to take into account the wiggles in the spectrum
#mad_bin_flux: median absolute deviation of the above binned fluxes
#MAD_significance: (f_line - med_bin_flux)/mad_bin_flux. Probably should NOT be USED anymore
#EW_3sig_lim_Schneider: 3sigma upper limit for unresolved OR detection criteria for resolved EWs, as determined using Schneider et al. 1993 prescription
#EW_significance: ratio of EWr_fit to (EW_3sig_lim_Schneider/3). Probably use this for SIGNIFICANCE
#fit_cont: continuum, as from the fit (continuum normalised fit)
#fit_fl: amplitude, as from the fit (continuum normalised fit)
#fit_cen: center, as from the fit (continuum normalised fit)
#fit_cen_u: error in above qty. (A)
#fit_sig: sigma, as from the fit (A)
#zz: Corrected redshift of this line, from the fitted center
#zz_u: error in above qty.
#NaN means the code was unable to fit the line.
#
label	line_lab	obs_wav	rest_wave	type	EWr_fit	EWr_fit_u	EWr_sum	EWr_sum_u	f_line	f_line_u	med_bin_flux	mad_bin_flux	MAD_significance	EW_3sig_lim_Schneider	fit_cont	fit_fl	fit_cen	fit_cen_u	fit_sig	zz	zz_u	EW_significance	f_SNR
Horseshoe	FeIV1717	5808.7372	1717.8955	PHOTOSPHERE	0.4152	0.4395	0.6341	0.2257	-3.2383e-18	3.4282e-18	-2.8949e-18	1.1079e-18	0.30992	0.2683	1.0	-0.2271	5807.355	2.0547	2.4667	2.3805	0.0012	4.6425642937	0.944606499037
Horseshoe	NIV1718	5810.9503	1718.55	PHOTOSPHERE	0.1737	0.2211	0.6763	0.226	-1.353e-18	1.7226e-18	-2.8949e-18	1.1079e-18	-1.3917	0.2685	1.0	-0.3163	5811.667	0.6162	0.7408	2.3817	0.0004	1.94078212291	0.785440613027
Horseshoe	FeIII1954	6609.1423	1954.61	PHOTOSPHERE	0.252	0.3257	0.0589	0.3051	-1.3068e-18	1.689e-18	4.6107e-19	1.0538e-18	1.6776	0.3156	1.0	-0.224	6608.9522	1.5606	1.5176	2.3812	0.0008	2.39543726236	0.773712255773
Horseshoe	FeIII1958	6622.6	1958.59	PHOTOSPHERE	0.1215	0.2716	0.0727	0.2688	-6.2579e-19	1.3988e-18	4.6107e-19	1.0538e-18	1.0313	0.3179	1.0	-0.1205	6619.6033	2.2843	1.3599	2.3798	0.0012	1.14658697704	0.447376322562
Horseshoe	CIII2297	7768.8302	2297.58	PHOTOSPHERE	0.5391	0.4524	-0.0347	0.5308	-2.6787e-18	2.2475e-18	4.8716e-18	7.6376e-18	0.98858	0.8219	1.0	-0.284	7768.9732	1.5833	2.561	2.3814	0.0007	1.96775763475	1.19185761958
S1429+1202	CIII1247	4770.0934	1247.38	PHOTOSPHERE	0.0578	0.038	-0.2061	0.0499	-1.8769e-18	1.2342e-18	5.4958e-18	7.2054e-18	1.0232	0.0558	1.0	-0.1294	4769.7711	0.3423	0.6816	2.8238	0.0003	3.10752688172	1.52074218117
S1429+1202	SiIII1294	4950.4375	1294.54	PHOTOSPHERE	0.1973	0.071	0.2576	0.0509	-6.62e-18	2.381e-18	-1.5352e-17	1.9054e-17	-0.45827	0.0558	1.0	-0.1432	4951.9521	0.5662	2.1023	2.8253	0.0004	10.6075268817	2.78034439311
S1429+1202	CIII1296	4957.2826	1296.33	PHOTOSPHERE	0.1197	0.0509	0.4113	0.0494	-4.017e-18	1.7066e-18	-1.5352e-17	1.9054e-17	-0.59488	0.0543	1.0	-0.2416	4957.9199	0.2539	0.756	2.8246	0.0002	6.61325966851	2.35380288293
S1429+1202	SiIII1296	4958.8505	1296.74	PHOTOSPHERE	0.0836	0.0481	0.3748	0.0501	-2.8046e-18	1.612e-18	-1.5352e-17	1.9054e-17	-0.65851	0.0556	1.0	-0.18	4960.28	0.3363	0.7086	2.8252	0.0003	4.51079136691	1.73982630273
S1429+1202	SiIII1298	4967.2252	1298.93	PHOTOSPHERE	0.3464	0.0682	0.4031	0.0497	-1.1617e-17	2.2871e-18	-1.5352e-17	1.9054e-17	-0.19603	0.0565	1.0	-0.2505	4967.7923	0.3109	2.1094	2.8245	0.0002	18.392920354	5.07935813913
S1429+1202	CII1323	5062.8275	1323.93	PHOTOSPHERE	0.0279	0.0617	0.0031	0.0453	-9.2201e-19	2.0344e-18	7.822e-19	1.6152e-18	1.0551	0.0506	1.0	-0.0589	5062.4348	1.798	0.7234	2.8238	0.0014	1.65415019763	0.453209791585
S1429+1202	NIII1324	5064.4336	1324.35	PHOTOSPHERE	0.0589	0.0614	0.0017	0.0459	-1.9406e-18	2.023e-18	7.822e-19	1.6152e-18	1.6857	0.0503	1.0	-0.1241	5064.3273	0.8514	0.7236	2.824	0.0006	3.51292246521	0.959268413248
S1429+1202	OIV1341	5130.5521	1341.64	PHOTOSPHERE	0.0437	0.0356	-0.0356	0.0461	-1.407e-18	1.1481e-18	-3.3886e-18	1.4598e-17	-0.13574	0.0532	1.0	-0.0909	5130.0434	0.4522	0.7331	2.8237	0.0003	2.46428571429	1.22550300496
S1429+1202	SiIII1417	5419.6533	1417.24	PHOTOSPHERE	0.2081	0.071	0.2428	0.0526	-6.1739e-18	2.1065e-18	-2.5239e-18	3.2995e-18	1.1062	0.0588	1.0	-0.138	5421.3115	0.5928	2.3015	2.8253	0.0004	10.6173469388	2.93088060764
S1429+1202	SV1501	5742.8654	1501.76	PHOTOSPHERE	0.3105	0.0782	0.4444	0.0579	-8.6227e-18	2.1726e-18	-8.9331e-19	7.28e-18	1.0617	0.0662	1.0	-0.1942	5741.1083	0.4625	2.4388	2.8229	0.0003	14.0709969789	3.96883917886
S1429+1202	CIII1620	6196.5554	1620.4	PHOTOSPHERE	0.1399	0.0722	0.1161	0.0651	-3.1851e-18	1.6443e-18	2.127e-18	2.7563e-18	1.9273	0.0901	1.0	-0.1132	6197.0696	0.7444	1.8868	2.8244	0.0005	4.65815760266	1.93705528188
S1429+1202	FeIV1717	6569.387	1717.8955	PHOTOSPHERE	0.3707	0.11	0.3851	0.0836	-6.9718e-18	2.0686e-18	-1.9863e-18	2.138e-18	2.3318	0.088	1.0	-0.2184	6571.3969	0.5559	2.5893	2.8253	0.0003	12.6375	3.37029875278
S1429+1202	FeIII1954	7474.6046	1954.61	PHOTOSPHERE	0.081	0.1416	-0.0601	0.1349	-1.4086e-18	2.4627e-18	9.8286e-19	8.3929e-18	0.28494	0.1717	1.0	-0.0665	7472.3177	2.4476	1.8562	2.8229	0.0013	1.41525917298	0.57197384984
S1429+1202	FeIII1958	7489.8244	1958.59	PHOTOSPHERE	0.0	0.0387	-0.3735	0.1245	-1.2227e-52	6.8611e-19	9.8286e-19	8.3929e-18	0.11711	0.099	1.0	-0.0	7491.7731	0.0	1.0733	2.8251	0.0	0.0	1.78207576045e-34
S1458-0023	CIII1247	5598.5533	1247.38	PHOTOSPHERE	0.0	0.0611	-0.9722	0.1283	-2.7226e-29	8.4241e-19	2.5872e-18	8.763e-18	0.29524	0.1622	1.0	-0.0	5597.2398	38581789203.7	1.0532	3.4872	30930261.1904	0.0	3.23191794969e-11
S1458-0023	SiIII1294	5810.2192	1294.54	PHOTOSPHERE	0.1934	0.1032	0.4535	0.1328	-3.3124e-18	1.7678e-18	2.3249e-18	8.0303e-18	0.70201	0.147	1.0	-0.2996	5809.7574	0.4647	1.1558	3.4879	0.0004	3.94693877551	1.87374137346
S1458-0023	CIII1296	5818.2531	1296.33	PHOTOSPHERE	0.1059	0.3587	0.6124	0.1314	-1.8221e-18	6.175e-18	2.3249e-18	8.0303e-18	0.51643	0.1504	1.0	-0.0767	5821.9088	7.8008	2.4708	3.4911	0.006	2.11236702128	0.295076923077
S1458-0023	SiIII1296	5820.0933	1296.74	PHOTOSPHERE	0.0797	0.2355	0.7707	0.1326	-1.3708e-18	4.0517e-18	2.3249e-18	8.0303e-18	0.46023	0.1497	1.0	-0.1304	5820.1116	1.508	1.0941	3.4883	0.0012	1.59719438878	0.338327121949
S1458-0023	SiIII1298	5829.9226	1298.93	PHOTOSPHERE	1.1652	0.1507	2.0013	0.1317	-2.0148e-17	2.6065e-18	2.3249e-18	8.0303e-18	2.7986	0.1825	1.0	-0.8427	5833.5856	0.2396	2.4757	3.4911	0.0002	19.1539726027	7.72990600422
S1458-0023	CII1323	5942.1288	1323.93	PHOTOSPHERE	0.1019	0.1231	-0.1103	0.1457	-1.7457e-18	2.1084e-18	1.4123e-18	1.1257e-17	0.28052	0.1752	1.0	-0.1633	5940.51	1.0913	1.117	3.487	0.0008	1.7448630137	0.82797381901
S1458-0023	NIII1324	5944.0139	1324.35	PHOTOSPHERE	0.0	0.0702	-0.1058	0.146	-5.0359e-27	1.2032e-18	1.4123e-18	1.1257e-17	0.12545	0.157	1.0	-0.0	5943.659	432656586.817	1.1321	3.488	326693.5378	0.0	4.18542220745e-09
S1458-0023	OIV1341	6021.6157	1341.64	PHOTOSPHERE	0.1204	0.1417	0.3393	0.1266	-2.0254e-18	2.3842e-18	-6.4908e-18	1.0603e-17	-0.42114	0.14	1.0	-0.0843	6025.3992	2.3512	2.5571	3.4911	0.0018	2.58	0.849509269357
S1458-0023	SiIII1417	6360.9274	1417.24	PHOTOSPHERE	0.0	0.0865	-0.599	0.2351	-8.9575e-34	1.0682e-18	-2.6859e-18	1.0663e-17	-0.25189	0.1981	1.0	-0.0	6356.9308	0.0	1.1958	3.4854	0.0	0.0	8.3856019472e-16
S1458-0023	SV1501	6740.2743	1501.76	PHOTOSPHERE	0.2623	0.1684	0.522	0.223	-2.113e-18	1.3565e-18	-3.9395e-19	2.0156e-18	0.85284	0.2726	1.0	-0.3707	6740.4278	0.6157	1.2671	3.4884	0.0004	2.88664710198	1.55768521931
S1458-0023	CIII1620	7272.7603	1620.4	PHOTOSPHERE	0.0366	0.2111	-0.2012	0.3711	-3.4998e-19	2.0172e-18	2.3371e-18	1.3306e-17	0.20194	0.2878	1.0	-0.048	7273.0346	5.8995	1.3672	3.4884	0.0036	0.381514940931	0.173497917906
S1527+0652	CIII1247	4691.1467	1247.38	PHOTOSPHERE	0.0746	0.0585	-0.0532	0.0803	-1.9459e-18	1.5271e-18	-1.8308e-17	2.4004e-17	-0.68166	0.0883	1.0	-0.1417	4692.9429	0.4691	0.7896	2.7622	0.0004	2.53454133635	1.27424530155
S1527+0652	SiIII1294	4868.506	1294.54	PHOTOSPHERE	0.0627	0.0724	0.0916	0.0746	-1.7595e-18	2.0318e-18	-3.6759e-18	1.0031e-17	-0.19105	0.0849	1.0	-0.0714	4870.3702	1.1343	1.3174	2.7622	0.0009	2.21554770318	0.865980903632
S1527+0652	CIII1296	4875.2379	1296.33	PHOTOSPHERE	0.0	0.0692	0.2699	0.0747	-5.1799e-31	1.9464e-18	-3.6759e-18	1.0031e-17	-0.36646	0.0831	1.0	-0.0	4876.5816	0.0	0.8247	2.7618	0.0	0.0	2.66127209207e-13
S1527+0652	SiIII1296	4876.7798	1296.74	PHOTOSPHERE	0.2116	0.109	0.323	0.0749	-5.9539e-18	3.0656e-18	-3.6759e-18	1.0031e-17	0.2271	0.0838	1.0	-0.1533	4878.6471	1.2112	2.071	2.7622	0.0009	7.57517899761	1.94216466597
S1527+0652	SiIII1298	4885.0159	1298.93	PHOTOSPHERE	0.2124	0.0741	0.4551	0.0762	-5.9864e-18	2.0891e-18	-3.6759e-18	1.0031e-17	0.23034	0.0838	1.0	-0.2293	4886.8405	0.3663	1.39	2.7622	0.0003	7.60381861575	2.86554018477
S1527+0652	CII1323	4979.0359	1323.93	PHOTOSPHERE	0.0558	0.0681	0.096	0.0728	-1.5776e-18	1.9246e-18	-8.9924e-18	1.0531e-17	-0.70406	0.0816	1.0	-0.0959	4978.8373	0.9043	0.873	2.7606	0.0007	2.05147058824	0.819702795386
S1527+0652	NIII1324	4980.6155	1324.35	PHOTOSPHERE	0.1279	0.0807	0.0054	0.0736	-3.6142e-18	2.2817e-18	-8.9924e-18	1.0531e-17	-0.51068	0.0813	1.0	-0.1687	4982.0275	0.5796	1.1372	2.7619	0.0004	4.71955719557	1.58399439015
S1527+0652	OIV1341	5045.6397	1341.64	PHOTOSPHERE	0.0916	0.0775	0.1815	0.0656	-2.5912e-18	2.1944e-18	-6.1966e-18	1.9513e-17	-0.18478	0.0736	1.0	-0.0641	5047.5717	1.3715	2.1427	2.7622	0.001	3.73369565217	1.18082391542
S1527+0652	SiIII1417	5329.9562	1417.24	PHOTOSPHERE	0.2634	0.0862	0.3487	0.0722	-7.2493e-18	2.3712e-18	-1.0111e-17	8.4781e-18	-0.33752	0.0834	1.0	-0.1746	5331.2656	0.5499	2.2634	2.7617	0.0004	9.47482014388	3.05722840756
S1527+0652	SV1501	5647.819	1501.76	PHOTOSPHERE	0.1734	0.0938	0.2716	0.0782	-4.402e-18	2.3797e-18	-3.6981e-18	7.4971e-18	0.093889	0.096	1.0	-0.1085	5649.9815	0.9923	2.3984	2.7622	0.0007	5.41875	1.84981300164
S1527+0652	CIII1620	6094.0003	1620.4	PHOTOSPHERE	0.0581	0.0949	0.1337	0.0787	-1.4326e-18	2.3394e-18	-3.729e-18	3.2023e-18	-0.7171	0.0862	1.0	-0.0337	6096.3337	3.1871	2.5879	2.7622	0.002	2.02204176334	0.612379242541
S1527+0652	FeIV1717	6460.6614	1717.8955	PHOTOSPHERE	0.0619	0.0912	0.4202	0.0897	-1.5149e-18	2.232e-18	-8.1543e-18	7.7074e-18	-0.86144	0.0861	1.0	-0.0854	6460.6974	1.0233	1.0874	2.7608	0.0006	2.15679442509	0.678718637993
S1527+0652	NIV1718	6463.1228	1718.55	PHOTOSPHERE	0.2147	0.1756	0.3871	0.0928	-5.2539e-18	4.2963e-18	-8.1543e-18	7.7074e-18	-0.37632	0.0875	1.0	-0.1174	6465.5976	1.9173	2.7446	2.7622	0.0011	7.36114285714	1.22288946303
S1527+0652	FeIII1954	7350.8973	1954.61	PHOTOSPHERE	0.1553	0.1001	0.0844	0.1498	-3.3484e-18	2.1588e-18	-1.0219e-18	1.1526e-17	0.20185	0.1079	1.0	-0.105	7353.7119	1.0533	2.2183	2.7622	0.0005	4.31788693234	1.5510468779
S1527+0652	FeIII1958	7365.8653	1958.59	PHOTOSPHERE	0.0738	0.0883	0.3393	0.1577	-1.5861e-18	1.8966e-18	-1.0219e-18	1.1526e-17	0.04895	0.1323	1.0	-0.0894	7363.0449	1.2281	1.2398	2.7594	0.0006	1.67346938776	0.836285985448
S2111-0114	CIII1247	4814.7246	1247.38	PHOTOSPHERE	0.0	0.0537	-0.8181	0.133	-2.0908e-33	7.5097e-19	1.2359e-17	2.3227e-18	5.321	0.1468	1.0	-0.0	4816.9899	0.0	0.8516	2.8617	0.0	0.0	2.78413252194e-15
S2111-0114	SiIII1294	4996.7561	1294.54	PHOTOSPHERE	0.1883	0.1391	0.3023	0.117	-2.7597e-18	2.0374e-18	1.842e-18	1.4945e-18	3.0791	0.133	1.0	-0.1367	4993.7286	1.1786	2.1219	2.8575	0.0009	4.24736842105	1.35452046726
S2111-0114	CIII1296	5003.6653	1296.33	PHOTOSPHERE	0.1481	0.0874	0.1417	0.1165	-2.1709e-18	1.2816e-18	1.842e-18	1.4945e-18	2.6851	0.131	1.0	-0.2509	5002.9105	0.4042	0.9091	2.8593	0.0003	3.39160305344	1.69389825218
S2111-0114	SiIII1296	5005.2478	1296.74	PHOTOSPHERE	0.0	0.0472	0.1907	0.1148	-1.8613e-30	6.9232e-19	1.842e-18	1.4945e-18	1.2325	0.1296	1.0	-0.0	5007.3811	80808684880.8	0.8862	2.8615	62316798.1869	0.0	2.68849664895e-12
S2111-0114	SiIII1298	5013.7009	1298.93	PHOTOSPHERE	0.438	0.1181	0.3805	0.1121	-6.4234e-18	1.7318e-18	1.842e-18	1.4945e-18	5.5306	0.1239	1.0	-0.3805	5014.6838	0.3634	1.7725	2.8606	0.0003	10.6053268765	3.70908880933
S2111-0114	CII1323	5110.1977	1323.93	PHOTOSPHERE	0.0883	0.092	-0.1372	0.1052	-1.2787e-18	1.3321e-18	2.8542e-18	6.2393e-18	0.66241	0.1138	1.0	-0.1504	5110.4845	0.7349	0.9038	2.8601	0.0006	2.32776801406	0.95991291945
S2111-0114	NIII1324	5111.8188	1324.35	PHOTOSPHERE	0.1049	0.0927	-0.1353	0.1049	-1.5176e-18	1.3409e-18	2.8542e-18	6.2393e-18	0.70069	0.1158	1.0	-0.1786	5113.5513	0.6224	0.9041	2.8612	0.0005	2.71761658031	1.13177716459
S2111-0114	OIV1341	5178.556	1341.64	PHOTOSPHERE	0.052	0.0819	-0.2557	0.1417	-7.3449e-19	1.1576e-18	3.6784e-18	5.0876e-18	0.86739	0.1216	1.0	-0.0873	5181.1658	1.0951	0.9159	2.8618	0.0008	1.28289473684	0.634493780235
S2111-0114	SiIII1417	5470.3622	1417.24	PHOTOSPHERE	0.5812	0.0985	0.7928	0.1245	-7.5696e-18	1.2827e-18	-1.6325e-18	4.4323e-18	1.3395	0.1386	1.0	-0.7722	5476.8842	0.1482	1.1591	2.8645	0.0001	12.5800865801	5.90130194122
S2111-0114	SV1501	5796.5984	1501.76	PHOTOSPHERE	0.2256	0.1249	0.7783	0.1421	-2.8173e-18	1.5598e-18	-2.7337e-18	3.5007e-18	0.023878	0.165	1.0	-0.2545	5796.4844	0.5694	1.3649	2.8598	0.0004	4.10181818182	1.80619310168
S2111-0114	CIII1620	6254.5333	1620.4	PHOTOSPHERE	0.0	0.0599	-0.9717	0.1655	-8.6045e-29	6.5323e-19	-1.277e-19	4.2258e-18	-0.03022	0.2569	1.0	-0.0	6249.2903	11587237215.0	1.1063	2.8566	7150849.9229	0.0	1.31722364251e-10
Cosmic~Eye	CIII1247	5080.3168	1247.38	PHOTOSPHERE	0.0	0.0262	-0.878	0.0648	-3.806e-29	7.4423e-19	-2.0868e-17	2.0397e-17	-1.0231	0.0692	1.0	-0.0	5079.5772	21619071419.7	0.9352	3.0722	17331584.1361	0.0	5.11401045376e-11
Cosmic~Eye	SiIII1294	5272.3896	1294.54	PHOTOSPHERE	0.2495	0.1021	0.8086	0.0479	-1.0173e-17	4.1622e-18	2.7982e-18	2.0926e-17	0.61987	0.0539	1.0	-0.2098	5273.943	0.9476	1.9322	3.074	0.0007	13.8868274583	2.44414011821
Cosmic~Eye	CIII1296	5279.6799	1296.33	PHOTOSPHERE	0.5452	0.1088	1.3597	0.0479	-2.231e-17	4.4521e-18	2.7982e-18	2.0926e-17	1.1998	0.0538	1.0	-0.6195	5278.1243	0.2151	1.4299	3.0716	0.0002	30.4014869888	5.01111834864
Cosmic~Eye	SiIII1296	5281.3497	1296.74	PHOTOSPHERE	0.417	0.0774	1.4557	0.0475	-1.7127e-17	3.1796e-18	2.7982e-18	2.0926e-17	0.95218	0.0533	1.0	-0.383	5282.9058	0.2805	1.769	3.074	0.0002	23.4709193246	5.38652660712
Cosmic~Eye	SiIII1298	5290.2691	1298.93	PHOTOSPHERE	0.4266	0.0596	1.1134	0.0477	-1.7634e-17	2.463e-18	2.7982e-18	2.0926e-17	0.97643	0.0546	1.0	-0.3085	5291.0213	0.2314	2.2466	3.0734	0.0002	23.4395604396	7.15956151035
Cosmic~Eye	CII1323	5392.0889	1323.93	PHOTOSPHERE	0.0722	0.0427	0.111	0.0473	-3.134e-18	1.8564e-18	-1.944e-17	2.2808e-17	-0.71491	0.0529	1.0	-0.1181	5390.9657	0.4826	0.9925	3.0719	0.0004	4.09451795841	1.68821374704
Cosmic~Eye	NIII1324	5393.7994	1324.35	PHOTOSPHERE	0.1694	0.0482	0.1069	0.0472	-7.3659e-18	2.0975e-18	-1.944e-17	2.2808e-17	-0.52937	0.0528	1.0	-0.2292	5394.5554	0.2693	1.2013	3.0734	0.0002	9.625	3.51175208582
Cosmic~Eye	OIV1341	5464.218	1341.64	PHOTOSPHERE	0.0664	0.0468	0.0024	0.0468	-2.8937e-18	2.0413e-18	2.0776e-18	1.3258e-17	0.37496	0.0522	1.0	-0.0604	5465.8279	0.9537	1.7843	3.074	0.0007	3.81609195402	1.41757703424
Cosmic~Eye	SiIII1417	5772.1209	1417.24	PHOTOSPHERE	0.4396	0.051	0.7022	0.052	-1.8717e-17	2.1694e-18	-1.1471e-17	1.2526e-17	0.57847	0.0604	1.0	-0.3875	5773.8216	0.1617	1.8432	3.074	0.0001	21.8344370861	8.62773116991
Cosmic~Eye	SV1501	6116.3531	1501.76	PHOTOSPHERE	0.2599	0.0565	0.3716	0.0498	-1.067e-17	2.3183e-18	2.1191e-18	1.037e-17	1.2333	0.0544	1.0	-0.1626	6116.0529	0.426	2.5974	3.0726	0.0003	14.3327205882	4.60251046025
Cosmic~Eye	CIII1620	6599.5489	1620.4	PHOTOSPHERE	0.19	0.058	0.2474	0.0544	-7.3979e-18	2.2604e-18	-1.3647e-17	1.3651e-17	-0.4578	0.0588	1.0	-0.1272	6601.4934	0.5709	2.4274	3.074	0.0004	9.69387755102	3.27282781809
Cosmic~Eye	FeIV1717	6996.6276	1717.8955	PHOTOSPHERE	0.0067	20.0863	-0.0994	0.0536	-2.5715e-19	7.6677e-16	1.2779e-17	5.1963e-18	2.5087	0.0677	1.0	-0.0085	6998.5277	557.6786	1.2879	3.0739	0.3246	0.296898079764	0.000335367841726
Cosmic~Eye	NIV1718	6999.2933	1718.55	PHOTOSPHERE	0.0	20.3933	-0.0207	0.0535	-1.5485e-30	7.7848e-16	1.2779e-17	5.1963e-18	2.4592	0.0685	1.0	-0.0	6998.7142	0.0	1.2942	3.0725	0.0	0.0	1.98913266879e-15
Cosmic~Eye	FeIII1954	7960.7161	1954.61	PHOTOSPHERE	0.2277	0.0892	-0.0928	0.1141	-9.4708e-18	3.7108e-18	3.0554e-17	2.2322e-17	1.7931	0.1129	1.0	-0.1094	7958.3705	0.9579	3.3806	3.0716	0.0005	6.05048715678	2.55222593511
Cosmic~Eye	FeIII1958	7976.9258	1958.59	PHOTOSPHERE	0.0	0.0289	-0.5348	0.1203	-1.8306e-33	1.2055e-18	3.0554e-17	2.2322e-17	1.3688	0.0947	1.0	-0.0	7976.0768	0.0	1.4684	3.0724	0.0	0.0	1.51854002489e-15
