#This file contains the measurements of lines in the MagE sample. Generated by EW_fitter.py.
#Columns are:
#label: shortlabel of the galaxy/knot
#line_lab: label of the line the code was asked to fit
#obs_wav: observed frame wavelength of the line (A)
#rest_wave: rest frame wavelength of the line (A)
#type: is it emission or ism etc.
#EWr_fit: eqv width as calculated from the Gaussian fit to the line (A)
#EWr__fit_u: error in above qty. (A)
#EWr_sum: eqv width as calculated by summing the flux (A)
#EWr_sum_u: error in above qty. (A)
#f_line: flux i.e. area under Gaussian fit (erg/s/cm^2)
#f_line_u: error in above qty. (erg/s/cm^2)
#med_bin_flux: median of binned fluxes. Each bin is +/-2 sigma wide. There are 5 bins on either side of a group of line asked to be fit, beyond the +/-5 sigma window. This is to take into account the wiggles in the spectrum
#mad_bin_flux: median absolute deviation of the above binned fluxes
#MAD_significance: (f_line - med_bin_flux)/mad_bin_flux. Probably should NOT be USED anymore
#EW_3sig_lim_Schneider: 3sigma upper limit for unresolved OR detection criteria for resolved EWs, as determined using Schneider et al. 1993 prescription
#EW_significance: ratio of EWr_fit to (EW_3sig_lim_Schneider/3). Probably use this for SIGNIFICANCE
#fit_cont: continuum, as from the fit (continuum normalised fit)
#fit_fl: amplitude, as from the fit (continuum normalised fit)
#fit_cen: center, as from the fit (continuum normalised fit)
#fit_cen_u: error in above qty. (A)
#fit_sig: sigma, as from the fit (A)
#zz: Corrected redshift of this line, from the fitted center
#zz_u: error in above qty.
#NaN means the code was unable to fit the line.
#
label	line_lab	obs_wav	rest_wave	type	EWr_fit	EWr_fit_u	EWr_sum	EWr_sum_u	f_line	f_line_u	med_bin_flux	mad_bin_flux	MAD_significance	EW_3sig_lim_Schneider	fit_cont	fit_fl	fit_cen	fit_cen_u	fit_sig	zz	zz_u	EW_significance	f_SNR
rcs0327-G	[OIII]2331	6302.9447	2331.1	EMISSION	-0.0702	0.0	0.0	0.0	8.8538e-19	0.0	5.6154e-19	6.6667e-18	0.048576	-0.1445	1.0	0.04	6302.9447	0.0	1.8929	1.7039	0.0	1.45743944637	inf
rcs0327-G	SiII2335a	6313.8223	2335.123	EMISSION	-0.0	64.4811	-0.2878	0.1066	7.2783e-34	8.1359e-16	5.6154e-19	6.6667e-18	-0.08423	-0.1445	1.0	0.0	6313.8059	0.0	1.9545	1.7038	0.0	0.0	8.94590641478e-19
rcs0327-G	SiII2335b	6314.3577	2335.321	EMISSION	-0.4524	84.8414	-0.1791	0.1248	5.7087e-18	1.0705e-15	5.6154e-19	6.6667e-18	0.77207	-0.1445	1.0	0.182	6314.7079	428.3869	2.6815	1.704	0.1834	9.39238754325	0.00533274170948
rcs0327-G	OII2470mid	6681.2864	2471.027	EMISSION	-0.6537	0.1156	-0.4453	0.1263	7.5382e-18	1.3331e-18	-2.7492e-18	3.8474e-18	2.6739	-0.1323	1.0	0.4351	6681.657	0.2167	1.6206	1.704	0.0001	14.8231292517	5.65463956192
rcs0327-U	CII1334	3606.6403	1334.5323	ISM	1.7592	0.2221	2.9626	0.1834	-3.0897e-17	3.9015e-18	-8.0779e-18	4.803e-18	4.751	0.1981	1.0	-1.2384	3606.4001	0.1461	1.5316	1.7024	0.0001	26.6410903584	7.91926182238
rcs0327-U	CII1335b	3611.4778	1335.663	FINESTR	-0.0	57.5826	1.5235	0.1856	1.1595e-30	1.0104e-15	-8.0779e-18	4.803e-18	1.6818	-0.2144	1.0	0.0	3611.5059	0.0	0.5807	1.7039	0.0	0.0	1.14756532067e-15
rcs0327-U	CII1335c	3611.5995	1335.708	EMISSION	-0.0346	56.3435	1.5374	0.1885	6.0729e-19	9.8864e-16	-8.0779e-18	4.803e-18	1.8083	-0.2144	1.0	0.0643	3611.6275	200.2647	0.5807	1.7039	0.1499	0.484141791045	0.000614268085451
rcs0327-U	NIV]1486	4019.3236	1486.5	EMISSION	-0.0	0.0672	0.1741	0.1709	1.0047e-26	1.0746e-18	-2.2745e-19	8.403e-19	0.27068	-0.1892	1.0	0.0	4019.3548	98044355.9397	0.6463	1.7039	65956.5126	0.0	9.3495254048e-09
rcs0327-U	SiII1533	4146.2201	1533.4312	FINESTR	-0.9539	0.1631	-1.1311	0.1434	1.4607e-17	2.4975e-18	-1.432e-17	1.6525e-17	1.7505	-0.1717	1.0	0.7054	4146.1879	0.1855	1.4585	1.7039	0.0001	16.6668608037	5.84864864865
rcs0327-U	HeII1640	4435.4973	1640.417	EMISSION	-0.5992	0.1607	-0.9842	0.1329	8.7214e-18	2.3393e-18	-1.7933e-18	2.7042e-18	3.8882	-0.1458	1.0	0.3432	4435.4628	0.3849	1.8836	1.7039	0.0002	12.329218107	3.72820929338
rcs0327-U	OIII]1660	4490.6349	1660.809	EMISSION	-0.1422	0.0979	0.1821	0.1307	2.0412e-18	1.4063e-18	4.9453e-19	3.567e-18	0.43361	-0.1471	1.0	0.2124	4490.6329	0.3761	0.7221	1.7039	0.0002	2.90006798097	1.45146839223
rcs0327-U	OIII1666	4505.0763	1666.15	EMISSION	-0.0976	0.1359	0.2158	0.1345	1.3967e-18	1.9447e-18	4.9453e-19	3.567e-18	0.25292	-0.1536	1.0	0.0812	4505.0413	1.3599	1.2967	1.7039	0.0008	1.90625	0.71820846403
rcs0327-U	SiIII1882	5090.6213	1882.707	EMISSION	-0.6266	0.1303	-0.6906	0.1079	8.1289e-18	1.69e-18	9.5079e-19	1.8186e-18	3.947	-0.1237	1.0	0.33	5090.5818	0.3211	2.0481	1.7039	0.0002	15.1964430073	4.81
rcs0327-U	SiIII1892	5115.8269	1892.029	EMISSION	-0.0989	0.0884	-0.0089	0.1109	1.2774e-18	1.1412e-18	5.3082e-18	5.0364e-18	-0.80032	-0.1259	1.0	0.1175	5115.7872	0.6137	0.9083	1.7039	0.0003	2.35663224782	1.11934805468
rcs0327-U	CIII]1906	5155.4497	1906.683	EMISSION	-1.5106	0.1282	-2.4926	0.1146	1.9379e-17	1.645e-18	3.2769e-19	1.1533e-18	16.519	-0.1343	1.0	1.046	5155.4096	0.0971	1.5577	1.7039	0.0001	33.7438570365	11.7805471125
rcs0327-U	CIII]1908	5160.9953	1908.734	EMISSION	-0.7851	0.1088	-2.2786	0.1158	1.0071e-17	1.3953e-18	3.2769e-19	1.1533e-18	8.4487	-0.1315	1.0	0.7203	5160.9552	0.1231	1.1759	1.7039	0.0001	17.911026616	7.21780262309
rcs0327-U	NII]2140	5786.3118	2140.0	EMISSION	-0.1294	0.1781	-0.1198	0.1476	1.3877e-18	1.91e-18	-2.6219e-18	9.9702e-19	4.0216	-0.1723	1.0	0.0569	5786.3567	2.5582	2.455	1.7039	0.0012	2.25304701103	0.726544502618
rcs0327-U	OIII2320	6277.5101	2321.664	EMISSION	-0.2734	0.4335	-0.4115	0.1338	2.6754e-18	4.2426e-18	7.5014e-19	5.8721e-18	0.32786	-0.1823	1.0	0.1265	6277.4614	4.8874	2.3306	1.7039	0.0021	4.49917718047	0.630603874982
rcs0327-U	CII2323	6284.405	2324.214	EMISSION	-0.0	163.5536	-0.2687	0.0992	1.9398e-48	1.588e-15	7.5014e-19	5.8721e-18	-0.12775	-0.1762	1.0	0.0	6284.4056	294947.5192	1.8347	1.7039	126.902	0.0	1.22153652393e-33
rcs0327-U	CII2325b	6287.62	2325.403	EMISSION	-0.0191	3133715.0443	-0.027	0.079	1.8557e-19	3.0426e-11	7.5014e-19	5.8721e-18	-0.096144	-0.1762	1.0	0.0112	6287.6203	105846112.231	1.8352	1.7039	45517.3199	0.325198637911	6.09906001446e-09
rcs0327-U	CII2325c	6289.5397	2326.113	EMISSION	-0.0261	20957035.9453	0.0017	0.0634	2.5319e-19	2.0348e-10	7.5014e-19	5.8721e-18	-0.084629	-0.1762	1.0	0.0152	6289.5397	843142306.902	1.8513	1.7039	362468.3353	0.44438138479	1.24429919402e-09
rcs0327-U	CII2325d	6293.6821	2327.645	EMISSION	-0.0264	7471190740.74	0.0	0.0	2.5586e-19	7.2539e-08	7.5014e-19	5.8721e-18	-0.084174	-0.1762	1.0	0.0153	6293.6821	1.84386993585e+11	1.8535	1.7039	79216114.8221	0.449489216799	3.52720605467e-12
rcs0327-U	CII2328	6296.9078	2328.838	EMISSION	-0.0264	0.0	0.0	0.0	2.56e-19	0.0	7.5014e-19	5.8721e-18	-0.084151	-0.1762	1.0	0.0153	6296.9078	0.0	1.8544	1.7039	0.0	0.449489216799	inf
rcs0327-U	[OIII]2331	6303.024	2331.1	EMISSION	-0.0264	0.0	0.0	0.0	2.5624e-19	0.0	7.5014e-19	5.8721e-18	-0.084109	-0.1762	1.0	0.0153	6303.024	0.0	1.8562	1.7039	0.0	0.449489216799	inf
rcs0327-U	SiII2335a	6313.9017	2335.123	EMISSION	-0.0001	25228.8649	0.1733	0.1085	1.0967e-21	2.4495e-13	7.5014e-19	5.8721e-18	-0.12756	-0.1762	1.0	0.0001	6313.9008	64955315.4891	1.8211	1.7039	27816.657	0.00170261066969	4.47724025311e-09
rcs0327-U	SiII2335b	6314.4371	2335.321	EMISSION	-0.0	24718.3651	0.1733	0.1085	3.8516e-25	2.3999e-13	7.5014e-19	5.8721e-18	-0.12775	-0.1762	1.0	0.0	6314.4362	81213387938.2	1.8289	1.7039	34776113.4072	0.0	1.60490020418e-12
rcs0327-U	OII2470mid	6681.3704	2471.027	EMISSION	-0.8583	0.1354	-0.9404	0.1575	7.4823e-18	1.1802e-18	-1.758e-18	1.521e-18	6.0751	-0.1678	1.0	0.6739	6681.3185	0.1636	1.3738	1.7039	0.0001	15.3450536353	6.33985765125
S0004-0103	CII1334	3576.2797	1334.5323	ISM	1.5821	0.1004	2.6085	0.0842	-6.1315e-17	3.8923e-18	5.056e-19	1.3747e-17	4.497	0.0892	1.0	-1.1137	3576.6354	0.072	1.5187	1.6801	0.0001	53.2096412556	15.7528967449
S0004-0103	CII1335b	3581.0461	1335.663	FINESTR	-0.0	0.2496	2.1267	0.0823	3.5018e-37	9.6586e-18	5.056e-19	1.3747e-17	-0.036778	-0.092	1.0	0.0	3581.4468	0.0	0.6253	1.6814	0.0	0.0	3.62557720581e-20
S0004-0103	CII1335c	3581.1667	1335.708	EMISSION	-0.0	0.2481	2.044	0.0823	6.2818e-37	9.5974e-18	5.056e-19	1.3747e-17	-0.036778	-0.092	1.0	0.0	3581.5674	0.0	0.6253	1.6814	0.0	0.0	6.54531435597e-20
S0004-0103	NIV]1486	3985.4551	1486.5	EMISSION	-0.0021	0.05	0.0027	0.0653	8.208e-20	1.9231e-18	-2.8159e-18	6.7092e-18	0.43194	-0.0747	1.0	0.0033	3985.9011	12.3259	0.6959	1.6814	0.0083	0.0843373493976	0.0426810878269
S0004-0103	SiII1533	4111.2824	1533.4312	FINESTR	-0.1026	0.0538	-0.0145	0.0537	3.7457e-18	1.9634e-18	-2.6178e-17	3.7828e-17	0.79105	-0.0606	1.0	0.0906	4111.0561	0.4806	1.2104	1.681	0.0003	5.07920792079	1.90776204543
S0004-0103	HeII1640	4398.122	1640.417	EMISSION	-0.0655	0.0572	-0.2872	0.0482	2.3352e-18	2.0406e-18	3.5117e-18	6.9888e-18	-0.16834	-0.0537	1.0	0.0375	4398.6141	1.2259	1.8677	1.6814	0.0007	3.65921787709	1.14436930315
S0004-0103	OIII]1660	4452.795	1660.809	EMISSION	-0.1097	0.06	-0.0683	0.0498	3.8846e-18	2.1238e-18	4.1952e-18	8.787e-18	-0.035351	-0.0571	1.0	0.0621	4452.2968	0.7775	1.8909	1.6808	0.0005	5.76357267951	1.82907995103
S0004-0103	OIII1666	4467.1148	1666.15	EMISSION	-0.1391	0.053	0.1043	0.0498	4.9028e-18	1.8677e-18	4.1952e-18	8.787e-18	0.080531	-0.0572	1.0	0.1011	4467.2975	0.4247	1.4707	1.6812	0.0003	7.29545454545	2.62504684907
S0004-0103	SiIII1882	5047.7257	1882.707	EMISSION	-0.0043	0.0373	0.0405	0.0484	1.2858e-19	1.1226e-18	3.7373e-18	3.8045e-18	-0.94852	-0.0547	1.0	0.0052	5048.2905	5.8133	0.8814	1.6814	0.0031	0.235831809872	0.114537680385
S0004-0103	SiIII1892	5072.719	1892.029	EMISSION	-0.0	0.0215	0.1859	0.0474	2.0199e-26	6.4175e-19	4.5914e-18	2.9872e-18	-1.537	-0.0524	1.0	0.0	5073.2866	37896780.9872	0.8858	1.6814	20029.7041	0.0	3.14748733931e-08
S0004-0103	CIII]1906	5112.0078	1906.683	EMISSION	-0.2384	0.0509	-0.4933	0.0489	7.0132e-18	1.4963e-18	-5.851e-18	4.9949e-18	2.5755	-0.0557	1.0	0.1692	5111.7523	0.2398	1.5067	1.681	0.0001	12.8402154399	4.68702800241
S0004-0103	CIII]1908	5117.5067	1908.734	EMISSION	-0.2039	0.0515	-0.4682	0.0492	5.9832e-18	1.51e-18	-5.851e-18	4.9949e-18	2.3693	-0.0561	1.0	0.1434	5118.0793	0.2849	1.5207	1.6814	0.0001	10.9037433155	3.96238410596
S0004-0103	NII]2140	5737.554	2140.0	EMISSION	-0.0	0.0302	0.0928	0.063	1.9132e-25	7.2917e-19	-6.4011e-19	2.9747e-18	0.21518	-0.0735	1.0	0.0	5738.196	4643118.3586	1.0019	1.6814	2169.6815	0.0	2.62380514832e-07
S0004-0103	OIII2320	6224.6134	2321.664	EMISSION	-0.0606	0.1066	-0.2221	0.0674	1.2697e-18	2.2311e-18	3.039e-18	3.0187e-18	-0.5861	-0.0798	1.0	0.0245	6223.9169	3.5162	2.6433	1.6808	0.0015	2.27819548872	0.569091479539
S0004-0103	CII2323	6231.4502	2324.214	EMISSION	-0.0748	1.3867	-0.453	0.0758	1.5598e-18	2.8904e-17	3.039e-18	3.0187e-18	-0.49	-0.081	1.0	0.0446	6232.1336	43.8045	1.7954	1.6814	0.0188	2.77037037037	0.0539648491558
S0004-0103	CII2325b	6234.638	2325.403	EMISSION	-0.0733	1.4749	-0.4847	0.077	1.5262e-18	3.0713e-17	3.039e-18	3.0187e-18	-0.50115	-0.0764	1.0	0.0688	6233.9409	2.5078	1.1393	1.6808	0.0011	2.87827225131	0.0496923127015
S0004-0103	CII2325c	6236.5416	2326.113	EMISSION	-0.0887	0.1979	-0.4973	0.0772	1.8441e-18	4.1135e-18	3.039e-18	3.0187e-18	-0.39582	-0.0783	1.0	0.0871	6237.2394	1.4913	1.089	1.6814	0.0006	3.39846743295	0.448304363681
S0004-0103	CII2325d	6240.649	2327.645	EMISSION	-0.1753	0.2197	-0.4122	0.0777	3.6368e-18	4.558e-18	3.039e-18	3.0187e-18	0.19805	-0.0795	1.0	0.172	6240.5937	0.903	1.0897	1.6811	0.0004	6.61509433962	0.797893813076
S0004-0103	CII2328	6243.8476	2328.838	EMISSION	-0.0469	0.1463	-0.3409	0.0779	9.7269e-19	3.0311e-18	3.039e-18	3.0187e-18	-0.68451		1.0	0.0461	6243.315	4.3954	1.0903	1.6809	0.0019		0.320903302431
S0004-0103	[OIII]2331	6249.9122	2331.1	EMISSION	-0.0	0.0521	-0.2302	0.0755	9.6525e-24	1.0765e-18	3.039e-18	3.0187e-18	-1.0067	-0.1285	1.0	0.0	6249.2129	91695.7443	1.0913	1.6808	39.3358	0.0	8.96655829076e-06
S0004-0103	SiII2335a	6260.6983	2335.123	EMISSION	-0.1037	40.7037	-0.135	0.0762	2.1319e-18	8.364e-16	3.039e-18	3.0187e-18	-0.3005	-0.0808	1.0	0.0417	6259.9977	210.5851	2.6587	1.6808	0.0902	3.85024752475	0.00254890004782
S0004-0103	SiII2335b	6261.2291	2335.321	EMISSION	-0.0	41.5242	-0.168	0.077	3.4662e-28	8.5294e-16	3.039e-18	3.0187e-18	-1.0067	-0.0791	1.0	0.0	6260.5285	11240066181.5	2.6589	1.6808	4813071.1716	0.0	4.06382629493e-13
S0004-0103	OII2470mid	6625.0705	2471.027	EMISSION	-0.1745	0.0702	-0.2098	0.0762	3.0293e-18	1.2184e-18	6.7374e-20	9.5598e-19	3.0983	-0.0865	1.0	0.1045	6625.8118	0.5445	1.7866	1.6814	0.0002	6.05202312139	2.48629349967
S0033+0242	CIII977	3310.8277	977.02	EMISSION	-0.0	0.2207	0.5441	0.509	4.9062e-31	4.0751e-18	-1.7227e-17	2.2022e-17	0.78225	-0.5621	1.0	0.0	3311.2673	0.0	0.6148	2.3891	0.0	0.0	1.20394591544e-13
S0033+0242	NII1084	3675.2685	1084.5659	FINESTR	-0.0	0.0672	1.0487	0.1658	1.0447e-31	1.3688e-18	6.0455e-18	6.4153e-18	-0.94235	-0.1827	1.0	0.0	3675.7565	0.0	0.6824	2.3891	0.0	0.0	7.63223261251e-14
S0033+0242	NII1085	3678.545	1085.5328	FINESTR	-0.0	0.0669	0.7261	0.167	2.3847e-32	1.3651e-18	6.0455e-18	6.4153e-18	-0.94235	-0.1829	1.0	0.0	3679.0335	0.0	0.683	2.3891	0.0	0.0	1.74690498865e-14
S0033+0242	CII1334	4522.5965	1334.5323	ISM	0.3811	0.1427	0.4781	0.1063	-8.5299e-18	3.1949e-18	5.7944e-18	3.7663e-18	3.8033	0.1191	1.0	-0.2683	4521.4307	0.5328	1.9206	2.388	0.0004	9.59949622166	2.66984882156
S0033+0242	CII1335b	4526.1612	1335.663	FINESTR	-0.0	0.1041	0.1856	0.1078	4.9912e-139	2.3243e-18	5.7944e-18	3.7663e-18	-1.5385	-0.1246	1.0	0.0	4525.5602	0.0	1.1828	2.3883	0.0	0.0	2.14739921697e-121
S0033+0242	CII1335c	4526.3137	1335.708	EMISSION	-0.0	0.1098	0.1559	0.1068	1.3767e-52	2.4484e-18	5.7944e-18	3.7663e-18	-1.5385	-0.1246	1.0	0.0	4526.9148	0.0	1.9221	2.3891	0.0	0.0	5.62285574253e-35
S0033+0242	NIV]1486	5037.3026	1486.5	EMISSION	-0.3146	0.1104	-0.8052	0.096	6.5318e-18	2.2919e-18	5.0031e-18	4.9418e-18	0.30933	-0.1054	1.0	0.1988	5037.9715	0.5694	2.1391	2.3891	0.0004	8.95445920304	2.84994982329
S0033+0242	SiII1533	5196.3383	1533.4312	FINESTR	-0.0	0.0399	0.6579	0.1028	1.5714e-28	7.9257e-19	-2.8604e-17	2.0792e-17	1.3757	-0.1201	1.0	0.0	5197.0284	7356878717.09	0.9649	2.3891	4797658.165	0.0	1.98266399182e-10
S0033+0242	HeII1640	5558.8811	1640.417	EMISSION	-0.3175	0.1835	-0.4285	0.0797	6.276e-18	3.627e-18	-9.3233e-18	1.0939e-17	1.4261	-0.1181	1.0	0.1818	5558.1429	1.2003	2.3606	2.3883	0.0007	8.06519898391	1.73035566584
S0033+0242	OIII]1660	5627.9835	1660.809	EMISSION	-0.094	0.0811	1.722	0.1041	1.8518e-18	1.5981e-18	1.0895e-18	3.3206e-18	0.22955	-0.1218	1.0	0.1216	5627.8121	0.6814	1.045	2.3886	0.0004	2.31527093596	1.15875101683
S0033+0242	OIII1666	5646.0825	1666.15	EMISSION	-0.274	0.1216	0.5615	0.1058	5.4187e-18	2.4046e-18	1.0895e-18	3.3206e-18	1.3038	-0.1394	1.0	0.1615	5645.3327	0.7674	2.2937	2.3883	0.0005	5.89670014347	2.25347251102
S0033+0242	SiIII1882	6379.9292	1882.707	EMISSION	-0.0	0.0525	-0.0988	0.1216	6.121e-27	9.5124e-19	-3.0684e-18	6.4568e-18	0.47521	-0.1548	1.0	0.0	6380.7764	249588232.598	1.1847	2.3891	132568.8132	0.0	6.43475884109e-09
S0033+0242	SiIII1892	6411.5187	1892.029	EMISSION	-0.0	0.0468	0.1418	0.118	2.4125e-30	8.3448e-19	5.0527e-18	1.0927e-17	-0.4624	-0.1298	1.0	0.0	6412.3701	0.0	1.1905	2.3891	0.0	0.0	2.89102195379e-12
S0033+0242	CIII]1906	6461.1767	1906.683	EMISSION	-0.9245	0.2461	-2.4153	0.1366	1.613e-17	4.294e-18	-5.3696e-18	5.3137e-18	4.0461	-0.1713	1.0	0.4555	6461.0024	0.8187	2.7438	2.3886	0.0004	16.1908931699	3.75640428505
S0033+0242	CIII]1908	6468.1269	1908.734	EMISSION	-1.463	0.2735	-2.6289	0.1403	2.5427e-17	4.7537e-18	-5.3696e-18	5.3137e-18	5.7958	-0.1348	1.0	0.72	6468.3692	0.5476	2.7468	2.3888	0.0003	32.559347181	5.3488861308
S0033+0242	NII]2140	7251.818	2140.0	EMISSION	-0.0	0.0593	0.0689	0.1994	1.0501e-28	1.0906e-18	-4.0984e-18	1.2333e-17	0.33232	-0.1337	1.0	0.0	7252.781	19142438497.0	1.3466	2.3891	8945064.7182	0.0	9.62864478269e-11
S0033+0242	OIII2320	7867.4228	2321.664	EMISSION	-0.0065	0.4914	-1.2623	0.2308	1.5082e-19	1.1422e-17	-2.1067e-18	2.5003e-17	0.09029	-0.1328	1.0	0.006	7868.4675	51.7107	1.4609	2.3891	0.0223	0.146837349398	0.0132043424969
S0033+0242	CII2323	7876.064	2324.214	EMISSION	-0.1798	2.6227	-0.9766	0.1969	4.1937e-18	6.1174e-17	-2.1067e-18	2.5003e-17	0.25199	-0.1869	1.0	0.0727	7875.0181	36.8784	3.3447	2.3883	0.0159	2.886035313	0.0685536338968
S0033+0242	CII2325b	7880.0931	2325.403	EMISSION	-0.123	1.4103	-1.0195	0.2024	2.8756e-18	3.298e-17	-2.1067e-18	2.5003e-17	0.19927	-0.1361	1.0	0.1136	7879.0467	2.2104	1.4632	2.3883	0.001	2.71124173402	0.0871922377198
S0033+0242	CII2325c	7882.4991	2326.113	EMISSION	-0.2109	0.4553	-0.9236	0.2036	4.9537e-18	1.0691e-17	-2.1067e-18	2.5003e-17	0.28238	-0.1459	1.0	0.1948	7883.5459	1.7636	1.4637	2.3891	0.0008	4.33653187114	0.463352352446
S0033+0242	CII2325d	7887.6906	2327.645	EMISSION	-0.2234	7.5773	-0.3673	0.1866	5.2776e-18	1.79e-16	-2.1067e-18	2.5003e-17	0.29534	-0.4572	1.0	0.2062	7888.7381	38.7579	1.4646	2.3891	0.0167	1.46587926509	0.0294837988827
S0033+0242	CII2328	7891.7333	2328.838	EMISSION	-0.083	7.7548	0.0471	0.1745	1.9672e-18	1.8376e-16	-2.1067e-18	2.5003e-17	0.16294	-0.1474	1.0	0.0766	7890.6854	102.4031	1.4654	2.3883	0.044	1.68928086839	0.0107052677405
S0108+0624	NII1084	3156.3145	1084.5659	FINESTR	-0.0	0.1085	2.7206	0.219	-1.1218e-31	-1.3475e-17	8.125e-16	8.5805e-16	-0.94691	-0.3051	1.0	0.0	3156.4121	0.0	0.3586	1.9103	0.0	0.0	-8.32504638219e-15
S0108+0624	NII1085	3159.1284	1085.5328	FINESTR	-0.0	0.241	2.6796	0.2992	-2.369e-24	-2.6523e-17	8.125e-16	8.5805e-16	-0.94691	-0.365	1.0	0.0	3159.0307	3097389.2632	0.3589	1.9101	2853.3355	0.0	-8.93187045206e-08
S0108+0624	CII1334	3880.2861	1334.5323	ISM	1.1262	0.1228	1.6376	0.0729	-5.4275e-17	5.9205e-18	9.8599e-19	1.2728e-17	4.3418	0.0834	1.0	-0.7928	3881.4731	0.1339	1.6478	1.9085	0.0001	40.5107913669	9.16730005912
S0108+0624	CII1335b	3887.0598	1335.663	FINESTR	-0.0	0.5147	0.2161	0.0768	4.2015e-34	2.4753e-17	9.8599e-19	1.2728e-17	-0.077469	-0.0894	1.0	0.0	3887.18	0.0	1.6219	1.9103	0.0	0.0	1.69737001576e-17
S0108+0624	CII1335c	3887.1908	1335.708	EMISSION	-0.1535	0.3431	0.2161	0.0768	7.3812e-18	1.6498e-17	9.8599e-19	1.2728e-17	0.50247	-0.0894	1.0	0.1845	3887.311	0.4533	0.9657	1.9103	0.0003	5.15100671141	0.44739968481
S0108+0624	NIV]1486	4326.0272	1486.5	EMISSION	-0.0043	0.0839	0.0929	0.064	1.7184e-19	3.3588e-18	-1.1646e-18	1.6567e-18	0.80667	-0.07	1.0	0.0034	4326.1609	21.4599	1.4465	1.9103	0.0144	0.184285714286	0.0511611289746
S0108+0624	SiII1533	4462.6068	1533.4312	FINESTR	-0.2744	0.0602	-0.0776	0.061	1.0266e-17	2.2519e-18	-2.3058e-17	1.5761e-17	2.1143	-0.0734	1.0	0.4158	4462.7448	0.1271	0.7663	1.9103	0.0001	11.2152588556	4.55881699898
S0108+0624	HeII1640	4773.958	1640.417	EMISSION	-0.4961	0.0887	-0.57	0.058	1.7016e-17	3.0433e-18	1.8329e-18	6.3827e-18	2.3788	-0.0677	1.0	0.2841	4774.1056	0.2733	2.0273	1.9103	0.0002	21.9837518464	5.59129891894
S0108+0624	OIII]1660	4833.303	1660.809	EMISSION	-0.0433	0.0538	0.0058	0.0602	1.4561e-18	1.811e-18	-5.2201e-18	1.0821e-17	0.61697	-0.0699	1.0	0.0711	4833.1535	0.6602	0.7059	1.9101	0.0004	1.85836909871	0.804030922142
S0108+0624	OIII1666	4848.8464	1666.15	EMISSION	-0.0	0.0256	0.3125	0.0591	4.0545e-27	8.5829e-19	-5.3989e-18	5.3399e-18	1.011	-0.0706	1.0	0.0	4848.6964	164505121.882	0.5509	1.9101	98733.6806	0.0	4.72392780995e-09
S0108+0624	SiIII1882	5479.0727	1882.707	EMISSION	-0.1972	0.0544	-0.1951	0.0577	5.5618e-18	1.5332e-18	-1.2805e-18	2.4341e-18	2.8111	-0.0661	1.0	0.254	5479.2422	0.1884	0.9016	1.9103	0.0001	8.95007564297	3.62757631098
S0108+0624	SiIII1892	5506.2017	1892.029	EMISSION	-0.0457	0.0451	0.0918	0.0575	1.2786e-18	1.2619e-18	1.7209e-18	3.8055e-18	-0.11623	-0.0667	1.0	0.0849	5506.0947	0.467	0.6255	1.9102	0.0002	2.05547226387	1.0132340122
S0108+0624	CIII]1906	5548.8479	1906.683	EMISSION	-1.3424	0.0902	-1.6735	0.065	3.7218e-17	2.4995e-18	0.0	9.1091e-19	40.858	-0.0769	1.0	0.96	5548.7168	0.0817	1.6235	1.9101	0.0	52.3693107932	14.8901780356
S0108+0624	CIII]1908	5554.8168	1908.734	EMISSION	-0.8108	0.0869	-1.6089	0.062	2.2465e-17	2.4087e-18	0.0	9.1091e-19	24.662	-0.0742	1.0	0.5757	5554.9886	0.1302	1.6351	1.9103	0.0001	32.781671159	9.3266077137
S0108+0624	NII]2140	6227.8494	2140.0	EMISSION	-0.3164	0.1039	-0.3454	0.0684	7.3082e-18	2.4002e-18	5.0898e-18	4.9217e-18	0.45074	-0.0854	1.0	0.1389	6228.042	0.6607	2.6447	1.9103	0.0003	11.1147540984	3.04482959753
S0108+0624	CII2325b	6767.4111	2325.403	EMISSION	-0.5827	0.8388	-1.3171	0.0763	1.1302e-17	1.627e-17	6.9702e-18	5.1766e-18	0.83681	-0.092	1.0	0.2354	6767.2018	6.1658	2.8739	1.9101	0.0027	19.0010869565	0.694652735095
S0108+0624	CII2325c	6769.4773	2326.113	EMISSION	-0.4181	0.7133	-1.4639	0.0765	8.11e-18	1.3838e-17	6.9702e-18	5.1766e-18	0.22018	-0.0912	1.0	0.3711	6769.6828	0.3711	1.3081	1.9103	0.0002	13.7532894737	0.586067350773
S0108+0624	CII2325d	6773.9358	2327.645	EMISSION	-0.266	0.1642	-1.4777	0.0767	5.1573e-18	3.1841e-18	6.9702e-18	5.1766e-18	-0.3502	-0.0945	1.0	0.3475	6773.7609	0.2945	0.8886	1.9101	0.0001	8.44444444444	1.61970415502
S0108+0624	CII2328	6777.4076	2328.838	EMISSION	-0.4128	0.1586	-1.0407	0.075	7.9961e-18	3.0727e-18	6.9702e-18	5.1766e-18	0.19817	-0.095	1.0	0.2236	6777.6172	0.7151	2.1432	1.9103	0.0003	13.0357894737	2.60230416246
